"","bigram","bigram_position","word"
"566","nt","3","wanted"
"567","te","4","wanted"
"568","ed","5","wanted"
"569","na","1","name"
"570","am","2","name"
"571","me","3","name"
"572","do","1","done"
"573","on","2","done"
"574","ne","3","done"
"575","el","1","else"
"576","ls","2","else"
"577","se","3","else"
"578","go","1","gonna"
"579","on","2","gonna"
"580","nn","3","gonna"
"581","na","4","gonna"
"582","as","1","ask"
"583","sk","2","ask"
"584","le","1","left"
"585","ef","2","left"
"586","ft","3","left"
"587","ne","1","next"
"588","ex","2","next"
"589","xt","3","next"
"590","wo","1","wouldn"
"591","ou","2","wouldn"
"592","ul","3","wouldn"
"593","ld","4","wouldn"
"594","dn","5","wouldn"
"595","li","1","listen"
"596","is","2","listen"
"597","st","3","listen"
"598","te","4","listen"
"599","en","5","listen"
"600","ye","1","years"
"601","ea","2","years"
"602","ar","3","years"
"603","rs","4","years"
"604","ha","1","happened"
"605","ap","2","happened"
"606","pp","3","happened"
"607","pe","4","happened"
"608","en","5","happened"
"609","ne","6","happened"
"610","ed","7","happened"
"611","ta","1","talking"
"612","al","2","talking"
"613","lk","3","talking"
"614","ki","4","talking"
"615","in","5","talking"
"616","ng","6","talking"
"617","ca","1","care"
"618","ar","2","care"
"619","re","3","care"
"620","go","1","god"
"621","od","2","god"
"622","ow","1","own"
"623","wn","2","own"
"624","th","1","three"
"625","hr","2","three"
"626","re","3","three"
"627","ee","4","three"
"628","ol","1","old"
"629","ld","2","old"
"630","ca","1","came"
"631","am","2","came"
"632","me","3","came"
"633","mi","1","mind"
"634","in","2","mind"
"635","nd","3","mind"
"636","lo","1","looking"
"637","oo","2","looking"
"638","ok","3","looking"
"639","ki","4","looking"
"640","in","5","looking"
"641","ng","6","looking"
"642","tr","1","trying"
"643","ry","2","trying"
"644","yi","3","trying"
"645","in","4","trying"
"646","ng","5","trying"
"647","st","1","stay"
"648","ta","2","stay"
"649","ay","3","stay"
"650","un","1","understand"
"651","nd","2","understand"
"652","de","3","understand"
"653","er","4","understand"
"654","rs","5","understand"
"655","st","6","understand"
"656","ta","7","understand"
"657","an","8","understand"
"658","nd","9","understand"
"659","yo","1","yourself"
"660","ou","2","yourself"
"661","ur","3","yourself"
"662","rs","4","yourself"
"663","se","5","yourself"
"664","el","6","yourself"
"665","lf","7","yourself"
"666","so","1","someone"
"667","om","2","someone"
"668","me","3","someone"
"669","eo","4","someone"
"670","on","5","someone"
"671","ne","6","someone"
"672","wa","1","wasn"
"673","as","2","wasn"
"674","sn","3","wasn"
"675","sa","1","same"
"676","am","2","same"
"677","me","3","same"
"678","gu","1","guess"
"679","ue","2","guess"
"680","es","3","guess"
"681","ss","4","guess"
"682","we","1","went"
"683","en","2","went"
"684","nt","3","went"
"685","be","1","best"
"686","es","2","best"
"687","st","3","best"
"688","ma","1","may"
"689","ay","2","may"
"690","co","1","course"
"691","ou","2","course"
"692","ur","3","course"
"693","rs","4","course"
"694","se","5","course"
"695","wh","1","which"
"696","hi","2","which"
"697","ic","3","which"
"698","ch","4","which"
"699","sh","1","show"
"700","ho","2","show"
"701","ow","3","show"
"702","gu","1","guy"
"703","uy","2","guy"
"704","to","1","today"
"705","od","2","today"
"706","da","3","today"
"707","ay","4","today"
"708","wh","1","while"
"709","hi","2","while"
"710","il","3","while"
"711","le","4","while"
"712","se","1","seen"
"713","ee","2","seen"
"714","en","3","seen"
"715","he","1","heard"
"716","ea","2","heard"
"717","ar","3","heard"
"718","rd","4","heard"
"719","wi","1","without"
"720","it","2","without"
"721","th","3","without"
"722","ho","4","without"
"723","ou","5","without"
"724","ut","6","without"
"725","ho","1","hold"
"726","ol","2","hold"
"727","ld","3","hold"
"728","re","1","real"
"729","ea","2","real"
"730","al","3","real"
"731","us","1","use"
"732","se","2","use"
"733","to","1","together"
"734","og","2","together"
"735","ge","3","together"
"736","et","4","together"
"737","th","5","together"
"738","he","6","together"
"739","er","7","together"
"740","wh","1","whole"
"741","ho","2","whole"
"742","ol","3","whole"
"743","le","4","whole"
"744","ha","1","haven"
"745","av","2","haven"
"746","ve","3","haven"
"747","en","4","haven"
"748","sa","1","saw"
"749","aw","2","saw"
"750","he","1","hello"
"751","el","2","hello"
"752","ll","3","hello"
"753","lo","4","hello"
"754","on","1","once"
"755","nc","2","once"
"756","ce","3","once"
"757","to","1","took"
"758","oo","2","took"
"759","ok","3","took"
"760","ye","1","yet"
"761","et","2","yet"
"762","re","1","ready"
"763","ea","2","ready"
"764","ad","3","ready"
"765","dy","4","ready"
"766","fo","1","found"
"767","ou","2","found"
"768","un","3","found"
"769","nd","4","found"
"770","id","1","idea"
"771","de","2","idea"
"772","ea","3","idea"
"773","al","1","already"
"774","lr","2","already"
"775","re","3","already"
"776","ea","4","already"
"777","ad","5","already"
"778","dy","6","already"
"779","pr","1","pretty"
"780","re","2","pretty"
"781","et","3","pretty"
"782","tt","4","pretty"
"783","ty","5","pretty"
"784","st","1","start"
"785","ta","2","start"
"786","ar","3","start"
"787","rt","4","start"
"788","my","1","myself"
"789","ys","2","myself"
"790","se","3","myself"
"791","el","4","myself"
"792","lf","5","myself"
"793","us","1","used"
"794","se","2","used"
"795","ed","3","used"
"796","ok","1","okay"
"797","ka","2","okay"
"798","ay","3","okay"
"799","ma","1","many"
"800","an","2","many"
"801","ny","3","many"
"802","kn","1","knew"
"803","ne","2","knew"
"804","ew","3","knew"
"805","he","1","head"
"806","ea","2","head"
"807","ad","3","head"
"808","si","1","since"
"809","in","2","since"
"810","nc","3","since"
"811","ce","4","since"
"812","co","1","couldn"
"813","ou","2","couldn"
"814","ul","3","couldn"
"815","ld","4","couldn"
"816","dn","5","couldn"
"817","ro","1","room"
"818","oo","2","room"
"819","om","3","room"
"820","ma","1","matter"
"821","at","2","matter"
"822","tt","3","matter"
"823","te","4","matter"
"824","er","5","matter"
"825","wo","1","world"
"826","or","2","world"
"827","rl","3","world"
"828","ld","4","world"
"829","fr","1","friend"
"830","ri","2","friend"
"831","ie","3","friend"
"832","en","4","friend"
"833","nd","5","friend"
"834","gi","1","girl"
"835","ir","2","girl"
"836","rl","3","girl"
"837","br","1","bring"
"838","ri","2","bring"
"839","in","3","bring"
"840","ng","4","bring"
"841","mo","1","most"
"842","os","2","most"
"843","st","3","most"
"844","bo","1","boy"
"845","oy","2","boy"
"846","un","1","until"
"847","nt","2","until"
"848","ti","3","until"
"849","il","4","until"
"850","ho","1","hope"
"851","op","2","hope"
"852","pe","3","hope"
"853","bo","1","both"
"854","ot","2","both"
"855","th","3","both"
"856","ca","1","called"
"857","al","2","called"
"858","ll","3","called"
"859","le","4","called"
"860","ed","5","called"
"861","ha","1","hard"
"862","ar","2","hard"
"863","rd","3","hard"
"864","gu","1","guys"
"865","uy","2","guys"
"866","ys","3","guys"
"867","mi","1","minute"
"868","in","2","minute"
"869","nu","3","minute"
"870","ut","4","minute"
"871","te","5","minute"
"872","ru","1","run"
"873","un","2","run"
"874","lo","1","looks"
"875","oo","2","looks"
"876","ok","3","looks"
"877","ks","4","looks"
"878","mo","1","morning"
"879","or","2","morning"
"880","rn","3","morning"
"881","ni","4","morning"
"882","in","5","morning"
"883","ng","6","morning"
"884","li","1","live"
"885","iv","2","live"
"886","ve","3","live"
"887","ex","1","excuse"
"888","xc","2","excuse"
"889","cu","3","excuse"
"890","us","4","excuse"
"891","se","5","excuse"
"892","mo","1","move"
"893","ov","2","move"
"894","ve","3","move"
"895","ho","1","house"
"896","ou","2","house"
"897","us","3","house"
"898","se","4","house"
"899","wa","1","wants"
"900","an","2","wants"
"901","nt","3","wants"
"902","ts","4","wants"
"903","fe","1","few"
"904","ew","2","few"
"905","me","1","meet"
"906","ee","2","meet"
"907","et","3","meet"
"908","jo","1","job"
"909","ob","2","job"
"910","la","1","later"
"911","at","2","later"
"912","te","3","later"
"913","er","4","later"
"914","tu","1","turn"
"915","ur","2","turn"
"916","rn","3","turn"
"917","de","1","dead"
"918","ea","2","dead"
"919","ad","3","dead"
"920","sa","1","says"
"921","ay","2","says"
"922","ys","3","says"
"923","wo","1","woman"
"924","om","2","woman"
"925","ma","3","woman"
"926","an","4","woman"
"927","al","1","alone"
"928","lo","2","alone"
"929","on","3","alone"
"930","ne","4","alone"
"931","go","1","gone"
"932","on","2","gone"
"933","ne","3","gone"
"934","wa","1","watch"
"935","at","2","watch"
"936","tc","3","watch"
"937","ch","4","watch"
"938","ha","1","having"
"939","av","2","having"
"940","vi","3","having"
"941","in","4","having"
"942","ng","5","having"
"943","pr","1","problem"
"944","ro","2","problem"
"945","ob","3","problem"
"946","bl","4","problem"
"947","le","5","problem"
"948","em","6","problem"
"949","ag","1","ago"
"950","go","2","ago"
"951","op","1","open"
"952","pe","2","open"
"953","en","3","open"
"954","he","1","hell"
"955","el","2","hell"
"956","ll","3","hell"
"957","sa","1","saying"
"958","ay","2","saying"
"959","yi","3","saying"
"960","in","4","saying"
"961","ng","5","saying"
"962","so","1","somebody"
"963","om","2","somebody"
"964","me","3","somebody"
"965","eb","4","somebody"
"966","bo","5","somebody"
"967","od","6","somebody"
"968","dy","7","somebody"
"969","da","1","days"
"970","ay","2","days"
"971","ys","3","days"
"972","pr","1","probably"
"973","ro","2","probably"
"974","ob","3","probably"
"975","ba","4","probably"
"976","ab","5","probably"
"977","bl","6","probably"
"978","ly","7","probably"
"979","to","1","tonight"
"980","on","2","tonight"
"981","ni","3","tonight"
"982","ig","4","tonight"
"983","gh","5","tonight"
"984","ht","6","tonight"
"985","se","1","second"
"986","ec","2","second"
"987","co","3","second"
"988","on","4","second"
"989","nd","5","second"
"990","wo","1","worry"
"991","or","2","worry"
"992","rr","3","worry"
"993","ry","4","worry"
"994","th","1","thinking"
"995","hi","2","thinking"
"996","in","3","thinking"
"997","nk","4","thinking"
"998","ki","5","thinking"
"999","in","6","thinking"
"1000","ng","7","thinking"
"1001","ki","1","kill"
"1002","il","2","kill"
"1003","ll","3","kill"
"1004","ev","1","everybody"
"1005","ve","2","everybody"
"1006","er","3","everybody"
"1007","ry","4","everybody"
"1008","yb","5","everybody"
"1009","bo","6","everybody"
"1010","od","7","everybody"
"1011","dy","8","everybody"
"1012","lo","1","lost"
"1013","os","2","lost"
"1014","st","3","lost"
"1015","en","1","end"
"1016","nd","2","end"
"1017","ha","1","happen"
"1018","ap","2","happen"
"1019","pp","3","happen"
"1020","pe","4","happen"
"1021","en","5","happen"
"1022","fo","1","forget"
"1023","or","2","forget"
"1024","rg","3","forget"
"1025","ge","4","forget"
"1026","et","5","forget"
"1027","to","1","tomorrow"
"1028","om","2","tomorrow"
"1029","mo","3","tomorrow"
"1030","or","4","tomorrow"
"1031","rr","5","tomorrow"
"1032","ro","6","tomorrow"
"1033","ow","7","tomorrow"
"1034","mo","1","money"
"1035","on","2","money"
"1036","ne","3","money"
"1037","ey","4","money"
"1038","ma","1","makes"
"1039","ak","2","makes"
"1040","ke","3","makes"
"1041","es","4","makes"
"1042","ta","1","taking"
"1043","ak","2","taking"
"1044","ki","3","taking"
"1045","in","4","taking"
"1046","ng","5","taking"
"1047","su","1","such"
"1048","uc","2","such"
"1049","ch","3","such"
"1050","hu","1","huh"
"1051","uh","2","huh"
"1052","fa","1","face"
"1053","ac","2","face"
"1054","ce","3","face"
"1055","pa","1","part"
"1056","ar","2","part"
"1057","rt","3","part"
"1058","so","1","soon"
"1059","oo","2","soon"
"1060","on","3","soon"
"1061","si","1","sit"
"1062","it","2","sit"
"1063","la","1","late"
"1064","at","2","late"
"1065","te","3","late"
"1066","un","1","under"
"1067","nd","2","under"
"1068","de","3","under"
"1069","er","4","under"
"1070","wh","1","whatever"
"1071","ha","2","whatever"
"1072","at","3","whatever"
"1073","te","4","whatever"
"1074","ev","5","whatever"
"1075","ve","6","whatever"
"1076","er","7","whatever"
"1077","an","1","anyone"
"1078","ny","2","anyone"
"1079","yo","3","anyone"
"1080","on","4","anyone"
"1081","ne","5","anyone"
"1082","ha","1","hand"
"1083","an","2","hand"
"1084","nd","3","hand"
"1085","mo","1","mother"
"1086","ot","2","mother"
"1087","th","3","mother"
"1088","he","4","mother"
"1089","er","5","mother"
"1090","ha","1","happy"
"1091","ap","2","happy"
"1092","pp","3","happy"
"1093","py","4","happy"
"1094","ga","1","gave"
"1095","av","2","gave"
"1096","ve","3","gave"
"1097","ac","1","actually"
"1098","ct","2","actually"
"1099","tu","3","actually"
"1100","ua","4","actually"
"1101","al","5","actually"
"1102","ll","6","actually"
"1103","ly","7","actually"
"1104","fr","1","friends"
"1105","ri","2","friends"
"1106","ie","3","friends"
"1107","en","4","friends"
"1108","nd","5","friends"
"1109","ds","6","friends"
"1110","ex","1","exactly"
"1111","xa","2","exactly"
"1112","ac","3","exactly"
"1113","ct","4","exactly"
"1114","tl","5","exactly"
"1115","ly","6","exactly"
"1116","ea","1","each"
"1117","ac","2","each"
"1118","ch","3","each"
"1119","kn","1","knows"
"1120","no","2","knows"
"1121","ow","3","knows"
"1122","ws","4","knows"
"1123","ar","1","aren"
"1124","re","2","aren"
"1125","en","3","aren"
"1126","su","1","supposed"
"1127","up","2","supposed"
"1128","pp","3","supposed"
"1129","po","4","supposed"
"1130","os","5","supposed"
"1131","se","6","supposed"
"1132","ed","7","supposed"
"1133","fa","1","father"
"1134","at","2","father"
"1135","th","3","father"
"1136","he","4","father"
"1137","er","5","father"
"1138","mi","1","miss"
"1139","is","2","miss"
"1140","ss","3","miss"
"1141","st","1","stuff"
"1142","tu","2","stuff"
"1143","uf","3","stuff"
"1144","ff","4","stuff"
"1145","mi","1","mine"
"1146","in","2","mine"
"1147","ne","3","mine"
"1148","ma","1","making"
"1149","ak","2","making"
"1150","ki","3","making"
"1151","in","4","making"
"1152","ng","5","making"
"1153","le","1","least"
"1154","ea","2","least"
"1155","as","3","least"
"1156","st","4","least"
"1157","ea","1","easy"
"1158","as","2","easy"
"1159","sy","3","easy"
"1160","wo","1","working"
"1161","or","2","working"
"1162","rk","3","working"
"1163","ki","4","working"
"1164","in","5","working"
"1165","ng","6","working"
"1166","an","1","anyway"
"1167","ny","2","anyway"
"1168","yw","3","anyway"
"1169","wa","4","anyway"
"1170","ay","5","anyway"
"1171","ch","1","chance"
"1172","ha","2","chance"
"1173","an","3","chance"
"1174","nc","4","chance"
"1175","ce","5","chance"
"1176","pl","1","play"
"1177","la","2","play"
"1178","ay","3","play"
"1179","fa","1","family"
"1180","am","2","family"
"1181","mi","3","family"
"1182","il","4","family"
"1183","ly","5","family"
"1184","tr","1","true"
"1185","ru","2","true"
"1186","ue","3","true"
"1187","ge","1","gets"
"1188","et","2","gets"
"1189","ts","3","gets"
"1190","co","1","comes"
"1191","om","2","comes"
"1192","me","3","comes"
"1193","es","4","comes"
"1194","ch","1","check"
"1195","he","2","check"
"1196","ec","3","check"
"1197","ck","4","check"
"1198","do","1","door"
"1199","oo","2","door"
"1200","or","3","door"
"1201","ch","1","change"
"1202","ha","2","change"
"1203","an","3","change"
"1204","ng","4","change"
"1205","ge","5","change"
"1206","me","1","means"
"1207","ea","2","means"
"1208","an","3","means"
"1209","ns","4","means"
"1210","de","1","deal"
"1211","ea","2","deal"
"1212","al","3","deal"
"1213","go","1","gotta"
"1214","ot","2","gotta"
"1215","tt","3","gotta"
"1216","ta","4","gotta"
"1217","mi","1","minutes"
"1218","in","2","minutes"
"1219","nu","3","minutes"
"1220","ut","4","minutes"
"1221","te","5","minutes"
"1222","es","6","minutes"
"1223","fi","1","five"
"1224","iv","2","five"
"1225","ve","3","five"
"1226","po","1","point"
"1227","oi","2","point"
"1228","in","3","point"
